zts1e	Nowy przedmiot
zts18740e	To pismo zawiera instrukcjê, jak stworzyæ broñ przy u¿yciu mocy Ancelloan.[n]Zawiera formu³ê do produkcji nowej broni.[n][Produkcja][n]1. Wszystkie materia³y musz¹ znajdowaæ siê w ekwipunku.[n]2. Otwórz okno produkcji i kliknij podwójnie na zwój.[n]3. Wybierz rodzaj broni, jaki chcesz wyprodukowaæ.[n]4. Naciœnij na przycisk produkcji, by zakoñczyæ proces.[n]
zts18741e	Zwój Produkcji Dodatkowej Broni Ancelloan
zts18742e	To pismo zawiera instrukcjê, jak stworzyæ broñ dodatkow¹ przy u¿yciu mocy Ancelloan.[n]Zawiera formu³ê do produkcji broni dodatkowej.[n][Produkcja][n]1. Wszystkie materia³y musz¹ znajdowaæ siê w ekwipunku.[n]2. Otwórz okno produkcji i kliknij podwójnie na zwój.[n]3. Wybierz rodzaj broni dodatkowej, jaki chcesz wyprodukowaæ.[n]4. Naciœnij na przycisk produkcji, by zakoñczyæ proces.[n]
zts18743e	Zwój Produkcji Zbroi Ancelloan
zts18744e	To pismo zawiera instrukcjê, jak stworzyæ zbrojê przy u¿yciu mocy Ancelloan.[n]Zawiera formu³ê do produkcji nowego pancerza.[n][Produkcja][n]1. Wszystkie materia³y musz¹ znajdowaæ siê w ekwipunku.[n]2. Otwórz okno produkcji i kliknij podwójnie na zwój.[n]3. Wybierz rodzaj zbroi, jaki chcesz wyprodukowaæ.[n]4. Naciœnij na przycisk produkcji, by zakoñczyæ proces.[n]
zts18745e	Dziwny
zts18746e	Rzo³ó¿ przedmioty, by otrzymaæ losowe materia³y.[n]
zts18747e	Œwiêty Kamieñ Grahama
zts18748e	Dziêki temu œwiêtemu kamieniowi mo¿esz przemieniæ Grahama w swojego partnera.[n]
zts18749e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obra¿enia w PvP o 1%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 10 lub wy¿ej.[n]
zts18750e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obra¿enia w PvP o 2%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 20 lub wy¿ej.[n]Musisz nauczyæ siê poprzedniej umiejêtnoœci.[n]
zts18751e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obra¿enia w PvP o 3%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 30 lub wy¿ej.[n]Musisz nauczyæ siê poprzedniej umiejêtnoœci.[n]
zts18752e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obra¿enia w PvP o 5%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 40 lub wy¿ej.[n]Musisz nauczyæ siê poprzedniej umiejêtnoœci.[n]
zts18753e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 1%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 10 lub wy¿ej.[n]
zts18754e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 2%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 20 lub wy¿ej.[n]Musisz nauczyæ siê poprzedniej umiejêtnoœci.[n]
zts18755e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 3%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 30 lub wy¿ej.[n]Musisz nauczyæ siê poprzedniej umiejêtnoœci.[n]
zts18756e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 5%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 40 lub wy¿ej.[n]Musisz nauczyæ siê poprzedniej umiejêtnoœci.[n]
zts18757e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza si³ê fizyczn¹ o 80.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 38 lub wy¿ej.[n]
zts18758e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza zrêcznoœæ o 80.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 38 lub wy¿ej.[n]
zts18759e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza bystroœæ o 80.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 38 lub wy¿ej.[n]
zts18760e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza maks. P¯ o 4000.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 38 lub wy¿ej.[n]
zts18761e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza maks. PM o 4000.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 38 lub wy¿ej.[n]
zts18762e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza ca³¹ si³ê obrony o 30.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 28 lub wy¿ej.[n]
zts18763e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza ca³¹ si³ê ataku o 30.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 28 lub wy¿ej.[n]
zts18764e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza odpornoœæ na wszystkie ¿ywio³y o 10.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 28 lub wy¿ej.[n]
zts18765e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza pozyskiwanie punktów doœwiadczenia o 3%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 18 lub wy¿ej.[n]
zts18766e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza pozyskiwanie z³ota o 3%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 18 lub wy¿ej.[n]
zts18776e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 1%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 15 lub wy¿ej.[n]
zts18777e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 2%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 25 lub wy¿ej.[n]Musisz nauczyæ siê poprzedniej umiejêtnoœci.[n]
zts18778e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 3%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 35 lub wy¿ej.[n]Musisz nauczyæ siê poprzedniej umiejêtnoœci.[n]
zts18779e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 5%.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 45 lub wy¿ej.[n]Musisz nauczyæ siê poprzedniej umiejêtnoœci.[n]
zts18780e	Kostium Iluzjonisty (30 dni)
zts18781e	Dziêki temu przemienisz siê w mistrzowskiego iluzjonistê.[n]Czas u¿ycia rozpoczyna siê w chwili za³o¿enia.[n][Efekt][n]W razie wrogiego ataku otrzymasz efekt [Podchody] z prawdopodobieñstwem 3%.[n]
zts18782e	Kostium Iluzjonisty (na sta³e)
zts18783e	Dziêki temu przemienisz siê w mistrzowskiego iluzjonistê.[n][Efekt][n]W razie wrogiego ataku otrzymasz efekt [Podchody] z prawdopodobieñstwem 3%.[n]
zts18784e	Cylinder Iluzjonisty (30 dni)
zts18785e	Dziêki temu przemienisz siê w mistrzowskiego iluzjonistê.[n]Czas u¿ycia rozpoczyna siê w chwili za³o¿enia.[n][Efekt][n]Zwiêksza pozyskiwanie z³ota o 20%.[n]
zts18786e	Cylinder Iluzjonisty (na sta³e)
zts18787e	Dziêki temu przemienisz siê w mistrzowskiego iluzjonistê.[n][Efekt][n]Zwiêksza pozyskiwanie z³ota o 20%.[n]
zts18788e	Zestaw Kostiumu Iluzjonisty (na sta³e)
zts18789e	Dziêki temu zestawowi przemienisz siê w mistrzowskiego iluzjonistê.[n][Przedmioty:][n]1x Kostium Iluzjonisty (na sta³e)[n]1x Cylinder Iluzjonisty (na sta³e)[n]
zts18804e	Karta Specjalisty Paliny Lalkarza
zts18810e	Karta specjalisty partnera ¿ywio³u mroku.[n]Tom i Kliff mog¹ j¹ nosiæ.[n]Ta s³odka rzecz to nie zabawka, tylko mój przyjaciel.[n]
zts18813e	Bohaterski Amulet Zwiêkszenia Poziomu Rzadkoœci
zts18814e	Jeœli masz za³o¿ony amulet, to poziom unikalnoœci podczas zak³adu zostanie zwiêkszony o 1.[n](Zawsze koñczy siê powodzeniem)[n][Uwaga][n]Mo¿na u¿ywaæ tylko na wyposa¿enie z poziomem bohatera.[n]Poziom unikalnoœci mo¿e zostaæ ulepszony maksymalnie do 8.[n]
zts18815e	Bohaterski Amulet B³ogos³awieñstwa (Losowy)
zts18816e	Po za³o¿eniu przedmiotu [n]prawdopodobieñstwo wygrania zak³adu (poziom unikalnoœci) wzrasta o 10%.[n]Ponadto wyposa¿enie bêdzie chronione przy nieudanej próbie.[n]Mo¿na u¿ywaæ na broñ i zbrojê.[n](£¹cznie mo¿na u¿yæ do 3 razy)[n][Uwaga][n]Mo¿na u¿ywaæ tylko na wyposa¿enie z poziomem bohatera.[n]Przyporz¹dkowuje losowo poziom rzadkoœci od 1 do 8.[n]
zts18817e	Karta specjalisty partnera ¿ywio³u wody.[n]Mog¹ j¹ nosiæ ksiê¿niczka Sakura i Graham.[n]ChodŸ do mamusi![n]
zts18818e	Karta specjalisty partnera  ¿ywio³u mroku.[n]Mog¹ j¹ nosiæ ksiê¿niczka Sakura i Graham.[n]Poka¿ê ci ciemnoœæ![n]
zts18819e	Karta specjalisty partnera Diabe³ka Hongbi[n]Mog¹ j¹ nosiæ ksiê¿niczka Sakura i Graham.[n]Dawajcie to srebro![n]
zts18820e	Karta specjalisty partnera Diabe³ka Cheongbi[n]Mog¹ j¹ nosiæ ksiê¿niczka Sakura i Graham.[n]Dawajcie to z³oto![n]
zts18821e	Karta specjalisty partnera bia³ej wiedŸmy Laureny.[n]Mog¹ j¹ nosiæ ksiê¿niczka Sakura i Graham.[n]Oho, miej siê na bacznoœci![n]
zts18822e	Karta specjalisty partnera ¿ywio³u wody.[n]Mog¹ j¹ nosiæ ksiê¿niczka Sakura i Graham.[n]"Nie ¿yczê sobie kolejnych ¿yczeñ."[n]
zts18823e	Karta specjalisty partnera ¿ywio³u wody.[n]Mog¹ j¹ nosiæ ksiê¿niczka Sakura i Graham.[n]Chcesz ulepiæ ba³wana?![n]
zts18824e	Karta Specjalisty Partnera Arlekina
zts18825e	Karta Specjalisty Partnera ¿ywio³u ognia.[n]Mog¹ j¹ nosiæ ksiê¿niczka Sakura i Graham.[n]Z³oœliwy Arlekin jest szyderczy.[n]
zts18832e	Jeœli masz za³o¿ony amulet, to poziom unikalnoœci podczas zak³adu zostanie zwiêkszony o 1.[n](Zawsze koñczy siê powodzeniem)[n][Uwaga][n]Mo¿na u¿ywaæ tylko na wyposa¿enie z poziomem bohatera.[n]Poziom unikalnoœci mo¿e zostaæ ulepszony maksymalnie do 8.[n]Dodatkowo zostan¹ przydzielone losowe opcje os³ony.[n]
zts18833e	Po za³o¿eniu przedmiotu [n]prawdopodobieñstwo wygrania zak³adu (poziom unikalnoœci) wzrasta o 10%.[n]Ponadto wyposa¿enie bêdzie chronione przy nieudanej próbie.[n]Mo¿na u¿ywaæ na broñ i zbrojê.[n](³¹cznie mo¿na u¿yæ do 3 razy)[n][Uwaga][n]Mo¿na u¿ywaæ tylko na wyposa¿enie z poziomem bohatera.[n]Przyporz¹dkowuje losowo poziom unikalnoœci od 1 do 8.[n]Dodatkowo zostan¹ przydzielone losowe opcje os³ony.[n]
zts18841e	Jeœli masz to za³o¿one, to poziom unikalnoœci podczas zak³adu zostanie zwiêkszony o 1.[n](Zawsze koñczy siê powodzeniem)[n][Uwaga][n]Mo¿na u¿ywaæ tylko na wyposa¿enie z poziomem bohatera.[n]Dodatkowo zostan¹ przydzielone losowe opcje os³ony.[n]Poziom unikalnoœci mo¿e zostaæ ulepszony maksymalnie do 8.[n]
zts18842e	Amulet na miarê bohatera do wejœcia na rzadki poziom
zts18843e	Jeœli masz to za³o¿one, to poziom unikalnoœci podczas zak³adu zostanie zwiêkszony o 1.[n](Zawsze koñczy siê powodzeniem)[n][Uwaga][n]Mo¿na u¿ywaæ tylko na wyposa¿enie z poziomem bohatera.[n]Dodatkowo zostan¹ przydzielone opcje os³ony.[n]Poziom unikalnoœci mo¿e zostaæ ulepszony maksymalnie do 8.[n]
zts18847e	Nimfa Nelia
zts18848e	Karta specjalisty partnera ¿ywio³u wody.[n]Leona i Bob mog¹ j¹ nosiæ.[n]Muszê j¹ uratowaæ... Matka Natura![n]
zts18849e	Bohaterski Amulet B³ogos³awieñstwa
zts18850e	Po za³o¿eniu przedmiotu [n]prawdopodobieñstwo wygrania zak³adu (poziom unikalnoœci) wzrasta o 10%.[n]Ponadto wyposa¿enie bêdzie chronione przy nieudanej próbie.[n]Mo¿na u¿ywaæ na broñ i zbrojê.[n](³¹cznie mo¿na u¿yæ do 3 razy)[n][Uwaga][n]Mo¿na u¿ywaæ tylko na wyposa¿enie z poziomem bohatera.[n]Przyporz¹dkowuje losowo poziom unikalnoœci od 1 do 8.[n]Dodatkowo zostan¹ przejête opcje os³ony.[n]
zts18870e	Ksiê¿niczka Venus
zts18871e	Karta specjalisty partnera ¿ywio³u œwiat³a[n]Tom i Kliff mog¹ j¹ nosiæ.[n]Huhuuuu![n]
zts18872e	Czako Dziadka do Orzechów (30 dni)
zts18873e	To wytworne czako dziadka do orzechów uczyni z ciebie gwiazdê ka¿dej parady.[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][Efekt][n]Jeœli umrzesz, iloœæ punktów doœwiadczenia poziomu bohatera, które utracisz, zostanie zmniejszona o 20%.[n]Efektywnoœæ przedmiotów do regeneracji  zwiêksza siê o 20%.[n]
zts18874e	Czako Dziadka do Orzechów (na sta³e)
zts18875e	To wytworne czako dziadka do orzechów uczyni z ciebie gwiazdê ka¿dej parady.[n][Efekt][n]Jeœli umrzesz, iloœæ punktów doœwiadczenia poziomu bohatera, które utracisz, zostanie zmniejszona o 20%.[n]Efektywnoœæ przedmiotów do regeneracji  zwiêksza siê o 20%.[n]
zts18876e	Mundurek Dziadka do Orzechów (30 dni)
zts18877e	Ten wytworny mundur dziadka do orzechów uczyni z ciebie gwiazdê ka¿dej parady.[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][Efekt][n]Jeœli umrzesz, iloœæ punktów doœwiadczenia poziomu bohatera, które utracisz, zostanie zmniejszona o 30%.[n]Zwiêksza szybkoœæ poruszania siê o 1.[n]
zts18878e	Mundurek Dziadka do Orzechów (na sta³e)
zts18879e	Ten wytworny mundur dziadka do orzechów uczyni z ciebie gwiazdê ka¿dej parady.[Efekt][n]Jeœli umrzesz, iloœæ punktów doœwiadczenia poziomu bohatera, które utracisz, zostanie zmniejszona o 30%.[n]Zwiêksza szybkoœæ poruszania siê o 1.[n]
zts18888e	Zestaw Dziadka do Orzechów (na sta³e)
zts18889e	Ten zestaw zawiera kompletny strój Dziadka do Orzechów.[n]Sk³ada siê z:[n]1x Czako Dziadka do Orzechów (na sta³e)[n]1x Mundur Dziadka do Orzechów (na sta³e)[n]
zts19055e	Po³¹czenie kostiumów
zts19056e	Dziêki niemu mo¿esz zmieniæ wygl¹d swojego kostiumu.[n]Aby to zrobiæ, musisz zarejestrowaæ kostium bazowy i kostium materia³owy.[n]
zts19064e	Mithrilowy Medal
zts19065e	Medal, który mo¿esz wygraæ na Arenie Walki.[n] Otrzymaj¹ go tylko najdzielniejsi wojownicy.[n]
zts19066e	Odjazdowy Pla¿owy Kapelusz (30 dni)
zts19067e	Odjazdowy pla¿owy kapelusz zapewnia ci doskona³y letni wygl¹d.[n]Czas zastosowania rozpoczyna siê, gdy go na³o¿ysz.[n][Efekt][n]Zwiêksza odpornoœæ na ogieñ o 5.[n]
zts19068e	Odjazdowy Pla¿owy Kapelusz (na sta³e)
zts19069e	Odjazdowy pla¿owy kapelusz zapewnia ci doskona³y letni wygl¹d.[n][Efekt][n]Zwiêksza odpornoœæ na ogieñ o 5.[n]
zts19070e	Odjazdowy Pla¿owy Kostium (30 dni)
zts19071e	Odjazdowy pla¿owy kostium zapewnia ci doskona³y letni wygl¹d.[n]Czas zastosowania rozpoczyna siê, gdy go na³o¿ysz.[n][Efekt obrony][n]Zwiêksza prawdopodobieñstwo [odjazdowej aury pla¿owej] o 5%.[n]
zts19072e	Odjazdowy Pla¿owy Kostium (na sta³e)
zts19073e	Odjazdowy pla¿owy kostium zapewnia ci doskona³y letni wygl¹d.[n][Efekt obrony][n]Zwiêksza prawdopodobieñstwo [odjazdowej aury pla¿owej] o 5%.[n]
zts19074e	Tchórzliwy Leo
zts19075e	Skrzyd³a Wró¿ki
zts19076e	Zmienia skrzyd³a specjalisty w skrzyd³a wró¿ki.[n][Instrukcja:][n]1. Przemieñ siê w specjalistê.[n]2. U¿yj tego przedmiotu, aby zmieniæ swoje skrzyd³a.[n][Efekt][n]Po ataku czas regeneracji u¿ytej umiejêtnoœci ataku zostanie zresetowany z prawdopodobieñstwem 3%.[n]Szybkoœæ poruszania siê +1[n][Uwaga][n]1. Mo¿esz zmieniæ skrzyd³a na skrzyd³a wró¿ki tylko z ulepszon¹ kart¹ specjalisty +1 albo wy¿sz¹.[n]2. Efekt zniknie, gdy w³o¿ysz swoj¹ kartê specjalisty do pojemnika na karty.[n]
zts19077e	Odjazdowy Komplet Pla¿owego Kostiumu (na sta³e)
zts19078e	W tej skrzyni znajduj¹ siê odjazdowe kostiumy pla¿owe.[n]Gdy j¹ otworzysz, otrzymasz nastêpuj¹ce przedmioty:[n] Odjazdowy Pla¿owy Kapelusz (na sta³e)[n]1 Odjazdowy Pla¿owy Kostium (na sta³e)[n]
zts19090e	U¿ywaj¹c skina kija bejsbolowego staniesz siê asem sportu.[n]Czas u¿ycia zaczyna siê w momencie jego za³o¿enia.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19092e	U¿ywaj¹c skina kija bejsbolowego staniesz siê asem sportu.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19094e	U¿ywaj¹c skina ³uku sportowego trafisz zawsze w dziesi¹tkê.[n]Czas u¿ycia zaczyna siê w momencie jego za³o¿enia.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19096e	U¿ywaj¹c skina ³uku sportowego trafisz zawsze w dziesi¹tkê.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19098e	Polepsz swój forhend za pomoc¹ skina rakiety tenisowej.[n]Czas u¿ycia zaczyna siê w momencie jego za³o¿enia.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19100e	Polepsz swój forhend za pomoc¹ skina rakiety tenisowej.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19102e	ObudŸ w sobie rogatego diabe³ka skinem zbira impa.[n]Czas u¿ycia zaczyna siê w momencie jego za³o¿enia.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19104e	ObudŸ w sobie rogatego diabe³ka skinem zbira impa.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19106e	Dziêki skinowi ³uku dzikich kwiatów mo¿esz rozpocz¹æ nastêpne ³owy.[n]Czas u¿ycia zaczyna siê w momencie jego za³o¿enia.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19108e	Dziêki skinowi ³uku dzikich kwiatów mo¿esz rozpocz¹æ nastêpne ³owy.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19110e	Ka¿da gejsza bêdzie zazdrosna o skin wachlarza Uchiwa.[n]Czas u¿ycia zaczyna siê w momencie jego za³o¿enia.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19112e	Ka¿da gejsza bêdzie zazdrosna o skin wachlarza Uchiwa.[n][Efekt][n]Zwiêksza obra¿enia PvP o 2%.[n]
zts19113e	Zmienia skrzyd³a twojego specjalisty w skrzyd³a wró¿ki.[n][Instrukcja:][n]1. Przemieñ siê w specjalistê.[n]2. U¿yj tego przedmiotu, by zmieniæ swoje skrzyd³a.[n][Efekt][n]Po ataku czas odnowy u¿ytej w ataku umiejêtnoœci zostanie zresetowany z prawdopodobieñstwem 7%.[n]Szybkoœæ poruszania siê +1[n][Uwaga][n]1. Skrzyd³a mo¿esz zmieniæ w skrzyd³a wró¿ki jedynie przy u¿yciu ulepszonej karty specjalisty +1 lub wy¿szej.[n]2. Efekt znika, gdy od³o¿ysz kartê specjalisty do pojemnika na karty.[n]
zts19114e	Skrzynia z  Mithrilowymi Medalami
zts19115e	Skrzynia z Mithrilowymi Medalami![n]Po jej otwarciu otrzymasz jeden z nastêpuj¹cych przedmiotów:[n]1x Skrzyd³a Archanio³a[n]1x Skrzyd³a Arcydemona[n]1x Skrzyd³a Tytanal[n]1x Lodowe Skrzyd³a[n]1x Ogniste Skrzyd³a[n]99x Olbrzymi eliksir odnowy[n]2x Dopalacz areny (Talenty)[n]1x Rubin Doskona³oœci[n]1x Szafir Doskona³oœci[n]1x Obsydian Doskona³oœci[n]1x Topaz Doskona³oœci[n]1x Ma³y Rubin Doskona³oœci[n]1x Ma³y Szafir Doskona³oœci[n]1x Ma³y Obsydian Doskona³oœci[n]1x Ma³y Topaz Doskona³oœci[n]1x Runa B³yskawicy[n]1x Runa Fali[n]1x Runa Chmury[n]1x Runa Wiatru[n]1x Runa Ognia[n]
zts19124e	Skin Kija Bejsbolowego (30 dni)
zts19125e	Skin Kija Bejsbolowego (na sta³e)
zts19126e	Skin £uku Sportowego (30 dni)
zts19127e	Skin £uku Sportowego (na sta³e)
zts19128e	Skin Rakiety Tenisowej (30 dni)
zts19129e	Skin Rakiety Tenisowej (na sta³e)
zts19130e	Skin Zbira Impa (30 dni)
zts19131e	Skin Zbira Impa (na sta³e)
zts19132e	Skin £uku Dzikich Kwiatów (30 dni)
zts19133e	Skin £uku Dzikich Kwiatów (na sta³e)
zts19134e	Skin Uchiwa (30 dni)
zts19135e	Skin Uchiwa (na sta³e)
zts19138e	Czapka Policjanta (30 dni)
zts19139e	Dziêki czapce policjanta wprowadzisz prawo i porz¹dek.[n]Czas u¿ycia zaczyna siê w momencie jej za³o¿enia.[n][Efekt][n]Efektywnoœæ przedmiotów do regeneracji zwiêksza siê o 5%.[n]
zts19140e	Czapka Policjanta (na sta³e)
zts19141e	Dziêki czapce policjanta wprowadzisz prawo i porz¹dek.[n][Efekt][n]Efektywnoœæ przedmiotów do regeneracji zwiêksza siê o 5%.[n]
zts19142e	Mundur Policjanta (30 dni)
zts19143e	Dziêki mundurowi policjanta wprowadzisz prawo i porz¹dek.[n]Czas u¿ycia zaczyna siê w momencie jego za³o¿enia.[n][Efekt][n]Z prawdopodobieñstwem 2% usuwa wszystkie negatywne efekty poni¿ej poziomu 4.[n]
zts19144e	Mundur Policjanta (na sta³e)
zts19145e	Dziêki mundurowi policjanta wprowadzisz prawo i porz¹dek.[n][Efekt][n]Z prawdopodobieñstwem 2% usuwa wszystkie negatywne efekty poni¿ej poziomu 4.[n]
zts19146e	Zestaw Mundurowy Policjanta (na sta³e)
zts19147e	Zestaw ten zawiera kompletny zestaw stroju policjanta.[n]Sk³ada siê on z:[n]1x czapka policjanta (na sta³e)[n]1x mundur policjanta (na sta³e)[n]
zts19162e	Czapka Hotelarza (30 dni)
zts19163e	Czapka ta zauroczy ka¿dego hotelowego goœcia.[n]Czas u¿ycia zaczyna siê w momencie jej za³o¿enia.[n][Efekt][n]Zwiêksza ¿ywio³ ognia o 5.[n]
zts19164e	Czapka Hotelarza (na sta³e)
zts19165e	Czapka ta zauroczy ka¿dego hotelowego goœcia.[n][Efekt][n]Zwiêksza ¿ywio³ ognia o 5.[n]
zts19166e	Strój Hotelarza (30 dni)
zts19167e	Strój ten zauroczy ka¿dego hotelowego goœcia.[n]Czas u¿ycia zaczyna siê w momencie jego za³o¿enia.[n][Efekt][n]Efektywnoœæ przedmiotów do regeneracji zwiêksza siê o 10%.[n]Zwiêksza szybkoœæ poruszania siê o 1.[n]
zts19168e	Strój Hotelarza (na sta³e)
zts19169e	Strój ten zauroczy ka¿dego hotelowego goœcia.[n][Efekt][n]Efektywnoœæ przedmiotów do regeneracji zwiêksza siê o 10%.[n]Zwiêksza szybkoœæ poruszania siê o 1.[n]
zts19170e	Zestaw Stroju Hotelarza (na sta³e)
zts19171e	Zestaw ten zawiera kompletny strój hotelarza.[n]Sk³ada siê on z:[n]1x czapka hotelarza (na sta³e)[n]1x strój hotelarza (na sta³e)[n]
zts19208e	Dziêki niemu mo¿esz zmieniæ wygl¹d swojego kostiumu.[n]Aby to zrobiæ, musisz zarejestrowaæ kostium bazowy i kostium materia³owy.[n]
zts19209e	Dziêki niemu mo¿esz zmieniæ wygl¹d swojego kostiumu.[n]Aby to zrobiæ, musisz zarejestrowaæ kostium bazowy i kostium materia³owy.[n][Uwaga][n]1. Kostiumów z ograniczeniem czasowym nie mo¿na zmieniaæ.[n]2. Kostiumy przypisane do postaci mo¿na zmieniæ jeden raz.[n]3. Wskutek tego zniknie kostium materia³owy.[n]4. Poprzez [Reset kostiumu materia³owego] mo¿esz cofn¹æ zmianê.[n]5. Opcje kostiumu materia³owego nie dotycz¹ kostiumu bazowego.[n]
zts19210e	He³m Wikinga (30 dni)
zts19211e	Z tym he³mem Wikinga zjednasz sobie bogów na swoj¹ stronê.[n]Czas u¿ycia rozpoczyna siê, gdy go na³o¿ysz.[n][Efekt][n]Zwiêksza odpornoœæ na wodê o 10.[n]
zts19212e	He³m Wikinga (na sta³e)
zts19213e	Z tym he³mem Wikinga zjednasz sobie bogów na swoj¹ stronê.[n][Efekt][n]Zwiêksza odpornoœæ na wodê o 10.[n]
zts19214e	Zbroja Wikinga (30 dni)
zts19215e	Na widok zbroi Wikinga twoi wrogowie zadr¿¹ ze strachu.[n]Czas u¿ycia zaczyna siê w momencie jego za³o¿enia.[n][Efekt][n]Otrzymujesz 'B³ogos³awieñstwo Odina'.[n]Zwiêksza szybkoœæ poruszania siê o 1.[n]
zts19216e	Zbroja Wikinga (na sta³e)
zts19217e	Na widok zbroi Wikinga twoi wrogowie zadr¿¹ ze strachu.[n][Efekt][n]Otrzymujesz 'B³ogos³awieñstwo Odina'.[n]Zwiêksza szybkoœæ poruszania siê o 1.[n]
zts19218e	Zestaw Kostiumowy Wikinga (na sta³e)
zts19219e	Z tym zestawem staniesz siê prawdziwym wikingiem.[n][Przedmioty:][n]1x He³m Wikinga (na sta³e)[n]1x Zbroja Wikinga (na sta³e)[n]
zts19250e	Miska Frigg
zts19251e	Za pomoc¹ tej miski mo¿esz przemieniæ Frigg w swoj¹ partnerkê.[n]
zts19252e	Miska Ragnara
